  5,  1,171
  6,  1,120
  7,  1,136
  8,  1,114
  9,  1, 58
  0,  2,123
  1,  2,112
  2,  2,113
  3,  2,127
  4,  2,178
  5,  2,202
  6,  2,167
  7,  2,165
  8,  2, 78
  9,  2,128
  0,  3,133
  1,  3,110
  2,  3,131
  3,  3,134
  4,  3,109
  5,  3,144
  6,  3,195
  7,  3,137
  8,  3, 99
  9,  3,167
  0,  4,131
  1,  4,112
  2,  4,123
  3,  4, 78
  4,  4, 80
  5,  4,164
  6,  4,154
  7,  4, 53
  8,  4,136
  9,  4,157
  0,  5,120
  1,  5,124
  2,  5, 83
  3,  5, 67
  4,  5,133
  5,  5,153
  6,  5,122
  7,  5, 80
  8,  5,151
  9,  5,161
  0,  6,116
  1,  6,116
  2,  6, 82
  3,  6, 88
  4,  6,106
  5,  6,158
  6,  6, 96
  7,  6,109
  8,  6,158
  9,  6,208
  0,  7,120
  1,  7,103
  2,  7, 96
  3,  7, 75
  4,  7, 69
  5,  7,150
  6,  7, 93
  7,  7,110
  8,  7,158
  9,  7,174
  0,  8,133
  1,  8, 90
  2,  8, 66
  3,  8, 81
  4,  8, 87
  5,  8,150
  6,  8,186
  7,  8,128
  8,  8,159
  9,  8,106
  0,  9,140
  1,  9, 89
  2,  9, 60
  3,  9, 71
  4,  9,119
  5,  9,139
  6,  9,180
  7,  9,143
  8,  9,111
